source_lang,target_lang,source_term,target_term,category
en,zh,Attribute Dropper,属性吸管,微软术语
en,zh,Color Dropper,颜色吸管,微软术语
en,zh,image object,图像对象,微软术语
en,zh,Reverse Path,反转路径,微软术语
en,zh,start point,起点,微软术语
en,zh,batch rename,批量重命名,微软术语
en,zh,bicubic filtering,双三次筛选,微软术语
en,zh,bicubic,双三次,微软术语
en,zh,blinds,百叶窗,微软术语
en,zh,bracketed exposures,包围,微软术语
en,zh,capture date,拍摄日期,微软术语
en,zh,catalog file,目录文件,微软术语
en,zh,Catalog Finder,目录查找程序,微软术语
en,zh,Catalog Importers,目录导入程序,微软术语
en,zh,CD jewel case,CD 盘片盒,微软术语
en,zh,color level,颜色轻重,微软术语
en,zh,Exchangeable Image File Format,可交换图像文件格式,微软术语
en,zh,EXIF,EXIF,微软术语
en,zh,exposure,曝光,微软术语
en,zh,dockable pane,可停靠的窗格,微软术语
en,zh,visual manager,虚拟管理器,微软术语
en,zh,ribbon tab,功能区选项卡,微软术语
en,zh,ribbon launch button,功能区启动按钮,微软术语
en,zh,color menu button,颜色菜单按钮,微软术语
en,zh,mini-frame,微型框,微软术语
en,zh,mini-frame window,微型框窗口,微软术语
en,zh,edit browse control,编辑浏览控件,微软术语
en,zh,document colors,文档颜色,微软术语
en,zh,auto-hide button,自动隐藏按钮,微软术语
en,zh,Conversational MOS,交谈 MOS,微软术语
en,zh,Listening MOS,倾听 MOS,微软术语
en,zh,Network MOS,网络 MOS,微软术语
en,zh,ribbon pane default button,功能区窗格默认按钮,微软术语
en,zh,Sending MOS,发送 MOS,微软术语
en,zh,toolbar edit box button,工具栏编辑框按钮,微软术语
en,zh,caption button,标题按钮,微软术语
en,zh,setter,资源库,微软术语
en,zh,dynamic grid,动态网格,微软术语
en,zh,folder watching,文件夹监视,微软术语
en,zh,grain,颗粒,微软术语
en,zh,image sequence,图像序列,微软术语
en,zh,intellectual genre,抽象流派,微软术语
en,zh,iris,可变光圈,微软术语
en,zh,JPEG Rotate,JPEG 旋转,微软术语
en,zh,light source,光源,微软术语
en,zh,nearest neighbor,最近的邻域,微软术语
en,zh,radial,射线,微软术语
en,zh,top rating,最高分级,微软术语
en,zh,red eye,红眼,微软术语
en,zh,sample color,示例颜色,微软术语
en,zh,scene,场景,微软术语
en,zh,sharpen,锐化,微软术语
en,zh,star,星级,微软术语
en,zh,zero padding,零填充,微软术语
en,zh,DV Stream,DV 流,微软术语
en,zh,merge module,合并模块,微软术语
en,zh,MSM,MSM,微软术语
en,zh,duotone,双色调,微软术语
en,zh,star-sized,经比例缩放的,微软术语
en,zh,remote debugger,远程调试器,微软术语
en,zh,poller,轮询器,微软术语
en,zh,virtual surround sound,虚拟环绕声,微软术语
en,zh,arithmetic overflow,算术溢出,微软术语
en,zh,PROD data center environment,生产数据中心环境,微软术语
en,zh,component tray,组件栏,微软术语
en,zh,item template,项模板,微软术语
en,zh,high whisker,高须线,微软术语
en,zh,network-attached storage,网络连接存储,微软术语
en,zh,revision number,修订号,微软术语
en,zh,Adorner,修饰工具,微软术语
en,zh,outline effect,边框效果,微软术语
en,zh,fill effect,填充效果,微软术语
en,zh,dock panel,停靠面板,微软术语
en,zh,grid panel,网格面板,微软术语
en,zh,Windows Forms Designer,Windows 窗体设计器,微软术语
en,zh,unmanaged function,未托管的函数,微软术语
en,zh,source file,源文件,微软术语
en,zh,rotation handle,旋转手柄,微软术语
en,zh,builder,生成器,微软术语
en,zh,account owner,帐户所有者,微软术语
en,zh,A record,A 记录,微软术语
en,zh,address record,地址记录,微软术语
en,zh,canonical name record,规范名称记录,微软术语
en,zh,CNAME record,CNAME 记录,微软术语
en,zh,CNAME,CNAME,微软术语
en,zh,domain name registrar,域名注册机构,微软术语
en,zh,multiple column sort mode,多列排序模式,微软术语
en,zh,backreference,向后引用,微软术语
en,zh,capture group,捕获组,微软术语
en,zh,bracket expression,括号表达式,微软术语
en,zh,control escape sequence,控件转义序列,微软术语
en,zh,file format escape,文件格式转义,微软术语
en,zh,hexadecimal escape sequence,十六进制转义序列,微软术语
en,zh,identity escape,标识转义,微软术语
en,zh,octal escape sequence,八进制转义序列,微软术语
en,zh,ordinary character,普通字符,微软术语
en,zh,subexpression,子表达式,微软术语
en,zh,unicode escape sequence,unicode 转义序列,微软术语
en,zh,MX record,MX 记录,微软术语
en,zh,mail exchange record,邮件交换记录,微软术语
en,zh,exposure bracketing,包围曝光,微软术语
en,zh,color cast,色偏校正,微软术语
en,zh,aperture,光圈,微软术语
en,zh,exposure time,曝光时间,微软术语
en,zh,shutter speed,快门速度,微软术语
en,zh,focal length,焦距,微软术语
en,zh,ISO speed,ISO 感光度,微软术语
en,zh,image editor,图像编辑器,微软术语
en,zh,aperture priority,光圈优先,微软术语
en,zh,metering,测光,微软术语
en,zh,Sensing Method,感知方法,微软术语
en,zh,reserve time,保留时间,微软术语
en,zh,Frequent Restart Mode,Frequent Restart Mode,微软术语
en,zh,FRM,FRM,微软术语
en,zh,design workspace,设计工作区,微软术语
en,zh,animation workspace,动画工作区,微软术语
en,zh,fix,修补程序,微软术语
en,zh,patch,补丁,微软术语
en,zh,intellectual property,知识产权,微软术语
en,zh,1980 United Nations Convention on Contracts for the International Sale of Goods,1980 年联合国国际货物销售合同公约 (1980 United Nations Convention on Contracts for the International Sale of Goods),微软术语
en,zh,accident,意外,微软术语
en,zh,acquisition,收购,微软术语
en,zh,administer,管理,微软术语
en,zh,adverse final judgment,不利终审判决,微软术语
en,zh,advisory service,咨询服务,微软术语
en,zh,affiliate,关联公司,微软术语
en,zh,agreement,协议,微软术语
en,zh,allegedly infringing product,被指侵权产品,微软术语
en,zh,amendment,修订,微软术语
en,zh,anniversary,周年日,微软术语
en,zh,annual installment,按年分期付款,微软术语
en,zh,applicable,相应的,微软术语
en,zh,applicable law,适用的法律,微软术语
en,zh,be bound by,受...约束,微软术语
en,zh,be subject to,受...的约束,微软术语
en,zh,billing terms,付费条款,微软术语
en,zh,breach of an obligation,违反义务,微软术语
en,zh,breach of contract,违约,微软术语
en,zh,buy-out option,买断选项,微软术语
en,zh,commercial product,商业产品,微软术语
en,zh,compliance verification,履约核查,微软术语
en,zh,confidential information,机密信息,微软术语
en,zh,consequential damages,后果性损害赔偿,微软术语
en,zh,Microsoft contracting affiliate,微软签约关联公司,微软术语
en,zh,core CAL,核心 CAL,微软术语
en,zh,date of renewal,续签日期,微软术语
en,zh,default administrator,默认管理员,微软术语
en,zh,device CAL,设备 CAL,微软术语
en,zh,direct damages,直接损害,微软术语
en,zh,divestiture,分立,微软术语
en,zh,effect of termination,终止效力,微软术语
en,zh,enrolled affiliate,登记的关联公司,微软术语
en,zh,enrollment term,登记有效期,微软术语
en,zh,enter into an agreement,签订协议,微软术语
en,zh,legal entity,法律实体,微软术语
en,zh,exclusive remedy,唯一补救措施,微软术语
en,zh,expiration,期满,微软术语
en,zh,export jurisdiction,出口管辖权地,微软术语
en,zh,External Connector license,外部连接器许可,微软术语
en,zh,final adjudication,终审判决,微软术语
en,zh,force majeure,不可抗力,微软术语
en,zh,fraudulent misrepresentation,欺诈性虚假陈述,微软术语
en,zh,fulfillment,产品交付,微软术语
en,zh,full license,完全许可,微软术语
en,zh,government entity,政府实体,微软术语
en,zh,implied,默示的,微软术语
en,zh,in accordance with,依照,微软术语
en,zh,in writing,书面,微软术语
en,zh,incidental damages,附带损害赔偿,微软术语
en,zh,indirect damages,特别的损害赔偿,微软术语
en,zh,infringement,侵权,微软术语
en,zh,initial order,初始订单,微软术语
en,zh,installments of the price,分期价款,微软术语
en,zh,jurisdiction,管辖权地,微软术语
en,zh,License and Software Assurance,许可及软件保障,微软术语
en,zh,L&SA,L&SA(许可及软件保障),微软术语
en,zh,laws and regulations,法律和法规,微软术语
en,zh,lend,出借,微软术语
en,zh,license grant,许可的授予,微软术语
en,zh,limitation of liability,责任限制,微软术语
en,zh,limited product warranty,有限产品保证,微软术语
en,zh,material breach of an obligation,严重不履行义务,微软术语
en,zh,merchantability,适销性,微软术语
en,zh,Microsoft account manager,微软客户经理,微软术语
en,zh,Microsoft approved fulfillment source,微软认可的供货商,微软术语
en,zh,Open Value Subscription Agreement,开放式价值订阅协议,微软术语
en,zh,Open Value Agreement,开放式价值协议,微软术语
en,zh,misappropriation,盗用,微软术语
en,zh,MSDN contact,MSDN 联系人,微软术语
en,zh,name of entity,实体名称,微软术语
en,zh,negligence,过失,微软术语
en,zh,non-exclusivity,非排他性的,微软术语
en,zh,non-infringing,不侵权,微软术语
en,zh,non-Microsoft product,非微软产品,微软术语
en,zh,notices,通知,微软术语
en,zh,notices and online access contact,通知和在线访问联系人,微软术语
en,zh,obligation,义务,微软术语
en,zh,online access,在线访问,微软术语
en,zh,perpetual license,永久许可,微软术语
en,zh,perpetual,永久,微软术语
en,zh,personal injury,人身伤害,微软术语
en,zh,platform product,平台产品,微软术语
en,zh,price level,价格水平,微软术语
en,zh,primary contact,主要联系人,微软术语
en,zh,printed name,姓名(正楷),微软术语
en,zh,product functionality enhancement,产品功能增强,微软术语
en,zh,enhancement,增强,微软术语
en,zh,proof of payment,付款证明,微软术语
en,zh,purchase,购买,微软术语
en,zh,qualified desktop,合格台式计算机,微软术语
en,zh,qualified user,合格用户,微软术语
en,zh,qualify,取得...资格,微软术语
en,zh,reassign,转让,微软术语
en,zh,re-image,镜像复制,微软术语
en,zh,re-imaging rights,镜像复制权利,微软术语
en,zh,BHO,BHO,微软术语
en,zh,browser helper object,浏览器帮助程序对象,微软术语
en,zh,reimburse,偿还,微软术语
en,zh,renewal,续签,微软术语
en,zh,renewal order,续签订单,微软术语
en,zh,renewal term,续签期,微软术语
en,zh,rent,出租,微软术语
en,zh,representation,声明,微软术语
en,zh,reseller,经销商,微软术语
en,zh,restrictions on use,使用限制,微软术语
en,zh,reverse engineer,反向工程,微软术语
en,zh,signature date,签署日期,微软术语
en,zh,software advisor,软件顾问,微软术语
en,zh,Software Assurance benefit,软件保障权益,微软术语
en,zh,Software Assurance benefits contact,软件保障权益联系人,微软术语
en,zh,Software Assurance Membership,软件保障成员资格,微软术语
en,zh,SAM,SAM,微软术语
en,zh,Software Assurance Membership program,软件保障成员资格计划,微软术语
en,zh,special damages,特别的损害赔偿,微软术语
en,zh,step-up,升级,微软术语
en,zh,sublicense,分许可,微软术语
en,zh,subsection,小节,微软术语
en,zh,survival,效力存续,微软术语
en,zh,take effect,生效,微软术语
en,zh,terminate an agreement,终止协议,微软术语
en,zh,termination of an agreement,协议终止,微软术语
en,zh,termination date,终止日期,微软术语
en,zh,terms of an agreement,协议条款,微软术语
en,zh,terms and conditions,条款和条件,微软术语
en,zh,terms,条款,微软术语
en,zh,incorporate by reference,通过提及而纳入,微软术语
en,zh,tort,侵权,微软术语
en,zh,trade secret,商业秘密,微软术语
en,zh,transfer restriction,转让限制,微软术语
en,zh,transferee,受让方,微软术语
en,zh,TRIPs agreement,《与贸易有关的知识产权协议》,微软术语
en,zh,upgrade license,升级许可,微软术语
en,zh,use,使用,微软术语
en,zh,for the benefit of,为...的利益,微软术语
en,zh,use right,使用权利,微软术语
en,zh,user CAL,用户 CAL,微软术语
en,zh,verifying compliance,履约核查,微软术语
en,zh,warrant,保证,微软术语
en,zh,warranty,保证,微软术语
en,zh,willful misconduct,故意不当行为,微软术语
en,zh,Windows Desktop Operating System Upgrade,Windows 桌面操作系统升级,微软术语
en,zh,written consent,书面同意,微软术语
en,zh,judgment,判决,微软术语
en,zh,embedded operating system,嵌入式操作系统,微软术语
en,zh,handset,话筒,微软术语
en,zh,invitee,被邀请者,微软术语
en,zh,reply,回答,微软术语
en,zh,signed in,已注册,微软术语
en,zh,ACD,ACD,微软术语
en,zh,IVR,IVR,微软术语
en,zh,interactive voice response,互动语音响应,微软术语
en,zh,subscribed,已签署,微软术语
en,zh,call center,呼叫中心,微软术语
en,zh,end a call,结束通话,微软术语
en,zh,lobby,大厅,微软术语
en,zh,MOH,MOH,微软术语
en,zh,music on hold,保留音乐,微软术语
en,zh,not available,无法联系,微软术语
en,zh,speaker volume,扬声器音量,微软术语
en,zh,very important person,贵宾,微软术语
en,zh,VIP,VIP,微软术语
en,zh,incoming area,传入区域,微软术语
en,zh,incoming call,传入呼叫,微软术语
en,zh,ignore,拒绝,微软术语
en,zh,caller,主叫方,微软术语
en,zh,outgoing call,传出呼叫,微软术语
en,zh,troubleshoot,排除故障,微软术语
en,zh,run,运行,微软术语
en,zh,standard license,标准许可,微软术语
en,zh,trademark,商标,微软术语
en,zh,stitch,拼结,微软术语
en,zh,panorama,全景图,微软术语
en,zh,panoramic photo,全景照片,微软术语
en,zh,display picture,头像,微软术语
en,zh,cascading style sheet,级联样式表,微软术语
en,zh,turtle contour,龟背分布图,微软术语
en,zh,late-peak contour,晚峰分布图,微软术语
en,zh,front-loaded contour,前载分布图,微软术语
en,zh,early-peak contour,早峰分布图,微软术语
en,zh,double-peak contour,双峰分布图,微软术语
en,zh,bell contour,钟形分布图,微软术语
en,zh,image well,图像条,微软术语
en,zh,dereference,取消引用,微软术语
en,zh,tablespace,表空间,微软术语
en,zh,compliance officer,法律人员,微软术语
en,zh,text message,短信,微软术语
en,zh,SMS,短信,微软术语
en,zh,SMS message,短信,微软术语
en,zh,SMS text message,短信,微软术语
en,zh,billing account,计费帐户,微软术语
en,zh,billing information,账单信息,微软术语
en,zh,discovery,发现,微软术语
en,zh,legal discovery,法律发现,微软术语
en,zh,MailTip,邮件提示,微软术语
en,zh,mailbox plan,邮箱计划,微软术语
en,zh,PivotDiagram,数据透视图,微软术语
en,zh,retention policy,保留策略,微软术语
en,zh,service plan,服务计划,微软术语
en,zh,service plan template,服务计划模板,微软术语
en,zh,sign-up address,注册地址,微软术语
en,zh,word stemming,词干分解,微软术语
en,zh,stemming,词干分解,微软术语
en,zh,fill series,填充序列,微软术语
en,zh,expansive stemming,词干扩张,微软术语
en,zh,reductive stemming,词干缩减,微软术语
en,zh,near field communication,近场通信,微软术语
en,zh,NFC,NFC,微软术语
en,zh,GOP,GOP,微软术语
en,zh,group of pictures,帧组,微软术语
en,zh,build number,生成号,微软术语
en,zh,checkout folder,签出文件夹,微软术语
en,zh,chevron,V 形,微软术语
en,zh,overflow chevron,溢出 V 形,微软术语
en,zh,current version,当前版本,微软术语
en,zh,custom editor,自定义编辑器,微软术语
en,zh,Web Slice,网页快讯,微软术语
en,zh,legacy network adapter,旧版网路适配器,微软术语
en,zh,NUMA architecture,NUMA 体系结构,微软术语
en,zh,cache-coherent NUMA,高速缓存相干的 NUMA,微软术语
en,zh,non-uniform memory access,非一致性内存访问,微软术语
en,zh,NUMA,NUMA,微软术语
en,zh,parent partition,父分区,微软术语
en,zh,virtual machine configuration,虚拟机配置,微软术语
en,zh,Virtual Machine Connection,虚拟机连接,微软术语
en,zh,virtual machine snapshot,虚拟机快照,微软术语
en,zh,VMBus,VMBus,微软术语
en,zh,virtual machine bus,虚拟机总线,微软术语
en,zh,Virtual Machine Management service,虚拟机管理服务,微软术语
en,zh,Silverlight plug-in,Silverlight 插件,微软术语
en,zh,security-critical,关键安全类型或成员,微软术语
en,zh,NUMA node,Numa 节点,微软术语
en,zh,deprecated,弃用的,微软术语
en,zh,file list,文件列表,微软术语
en,zh,Macro Explorer,Macro 资源管理器,微软术语
en,zh,manifest file,清单文件,微软术语
en,zh,struct,结构,微软术语
en,zh,programming element attribute,编程元素属性,微软术语
en,zh,Server Explorer,服务器资源管理器,微软术语
en,zh,Properties window,属性窗口,微软术语
en,zh,Error List,错误列表,微软术语
en,zh,Command window,命令窗口,微软术语
en,zh,Output Window,输出窗口,微软术语
en,zh,Property Manager,属性管理器,微软术语
en,zh,Call Browser,调用浏览器,微软术语
en,zh,Class View,类视图,微软术语
en,zh,split button,拆分按钮,微软术语
en,zh,browse button,浏览按钮,微软术语
en,zh,change applier,更改应用方,微软术语
en,zh,history point,历史时间点,微软术语
en,zh,Dynamic Data,动态数据,微软术语
en,zh,scaffolding,基架,微软术语
en,zh,Host key,主机键,微软术语
en,zh,gatherer,Gatherer,微软术语
en,zh,softphone,软件电话,微软术语
en,zh,off-net,脱网,微软术语
en,zh,on-net,联网,微软术语
en,zh,input stream,输入流,微软术语
en,zh,as-is,现状,微软术语
en,zh,abuse,滥用,微软术语
en,zh,acknowledge,承认,微软术语
en,zh,acknowledgement,承认,微软术语
en,zh,additional product,附加产品,微软术语
en,zh,annual price,年度价格,微软术语
en,zh,applicable tax,相应税款,微软术语
en,zh,Arbitration Rules of the Singapore International Arbitration Centre,新加坡国际仲裁中心仲裁规则,微软术语
en,zh,authorization number,授权编号,微软术语
en,zh,Business and Services Agreement,商业和服务协议,微软术语
en,zh,business unit,业务部门,微软术语
en,zh,CD/DVD-ROM subscription,CD/DVD-ROM 订购,微软术语
en,zh,China International Economic and Trade Arbitration Commission,中国国际经济贸易仲裁委员会,微软术语
en,zh,choice of jurisdiction,管辖权地选择,微软术语
en,zh,company-wide option,公司范围选项,微软术语
en,zh,complimentary copy,免费拷贝,微软术语
en,zh,Consumer Guarantees Act,消费者保障法,微软术语
en,zh,Consumer Protection Act,消费者保护法,微软术语
en,zh,consumer remedies,消费者补偿措施,微软术语
en,zh,cross-language,跨语言版本,微软术语
en,zh,cure,补救,微软术语
en,zh,custom desktop,自定义桌面系统,微软术语
en,zh,customer price sheet,客户价目表,微软术语
en,zh,CPS,CPS,微软术语
en,zh,customer reference price sheet,客户参考价目表,微软术语
en,zh,CRPS,CRPS,微软术语
en,zh,customs duty,关税,微软术语
en,zh,customs formality,报关手续,微软术语
en,zh,DDU,DDU,微软术语
en,zh,Delivered Duty Unpaid,未完税交货,微软术语
en,zh,decompile,反向编译,微软术语
en,zh,default of an obligation,不履行义务,微软术语
en,zh,defect,缺陷,微软术语
en,zh,defense of a claim,索赔辩护,微软术语
en,zh,defined region,定义区域,微软术语
en,zh,desktop operating system,桌面操作系统,微软术语
en,zh,desktop platform,台式计算机平台,微软术语
en,zh,desktop terms and conditions,台式计算机条款和条件,微软术语
en,zh,determination,规定,微软术语
en,zh,detrimental use rights,不利的使用权利,微软术语
en,zh,direct enrollment,直接许可登记表,微软术语
en,zh,disassemble,反汇编,微软术语
en,zh,disclaim,否认,微软术语
en,zh,discontinue,终止,微软术语
en,zh,dispute resolution,争议的解决,微软术语
en,zh,additional electronic contractual notice contact,附加电子合同通知联系人,微软术语
en,zh,elect,选择,微软术语
en,zh,electronic contractual notices contact,电子合同通知联系人,微软术语
en,zh,electronic notice,电子通知,微软术语
en,zh,enroll,登记,微软术语
en,zh,enterprise desktop,企业桌面系统,微软术语
en,zh,Enterprise Enrollment,企业许可登记表,微软术语
en,zh,Enterprise Outsourcer Enrollment,企业外包商许可登记表,微软术语
en,zh,enterprise product,企业产品,微软术语
en,zh,Enterprise Subscription Agreement,企业订购协议,微软术语
en,zh,Enterprise Subscription Enrollment,企业订购许可登记表,微软术语
en,zh,entire agreement,完整协议,微软术语
en,zh,ERP,ERP,微软术语
en,zh,estimated retail price,估计零售价,微软术语
en,zh,express warranty,明示保证,微软术语
en,zh,fee,费用,微软术语
en,zh,foreign tax credit,外国税收抵免,微软术语
en,zh,free product,免费产品,微软术语
en,zh,full operating system license,完整操作系统许可证,微软术语
en,zh,functional equivalent,对等功能,微软术语
en,zh,German Civil Code,德国民法典,微软术语
en,zh,German Commercial Code,德国商法典,微软术语
en,zh,German Product Liability Act,德国产品责任法,微软术语
en,zh,Government,政府,微软术语
en,zh,Government Open Subscription License Agreement,政府开放式订购许可协议,微软术语
en,zh,Government Open Value Agreement,政府开放式价值协议,微软术语
en,zh,grant access to,允许访问,微软术语
en,zh,gross negligence,重大过失,微软术语
en,zh,GST,GST,微软术语
en,zh,goods and services tax,商品劳务税,微软术语
en,zh,guarantee,保证,微软术语
en,zh,Hungarian Civil Code,匈牙利民法典,微软术语
en,zh,illegal,非法的,微软术语
en,zh,implied warranty,默示保证,微软术语
en,zh,in good faith,依诚信原则,微软术语
en,zh,INCOTERMS 2000,2000 年国际贸易术语解释通则,微软术语
en,zh,independent contractor,独立签约方,微软术语
en,zh,indirect enrollment,间接许可登记表,微软术语
en,zh,infringe,侵犯,微软术语
en,zh,initial term,初始期限,微软术语
en,zh,injunctive relief,禁止令救济,微软术语
en,zh,internal audit,内部审计,微软术语
en,zh,International Chamber of Commerce,国际商会,微软术语
en,zh,language preference,语言首选项,微软术语
en,zh,lapse,失效,微软术语
en,zh,late payment charge,滞纳金,微软术语
en,zh,legal basis for a claim,索赔的法律依据,微软术语
en,zh,legal rate,法定利率,微软术语
en,zh,levy,征收,微软术语
en,zh,licensee,许可接受方,微软术语
en,zh,license confirmation,许可确认书,微软术语
en,zh,licensor,许可发放方,微软术语
en,zh,list price,定价,微软术语
en,zh,media election form,介质选择表,微软术语
en,zh,merchandise,商品,微软术语
en,zh,Microsoft affiliate,微软关联公司,微软术语
en,zh,Microsoft Financing Credit Approval Letter,微软财务信用批准书,微软术语
en,zh,Microsoft Multi-Year Open Agreement,微软多年度开放式协议,微软术语
en,zh,Microsoft Select Master Agreement,微软选择主协议,微软术语
en,zh,Microsoft Volume Licensing Services,微软批量许可服务,微软术语
en,zh,MVLS,MVLS,微软术语
en,zh,misapplication,使用不当,微软术语
en,zh,Multiple Previous Enrollment Form,多项原有许可登记表,微软术语
en,zh,need-to-know basis,需知原则,微软术语
en,zh,network source,网络来源,微软术语
en,zh,non company-wide option,非公司范围选项,微软术语
en,zh,open source,开放源代码,微软术语
en,zh,order confirmation,订单回执,微软术语
en,zh,outsourcer,外包商,微软术语
en,zh,outsourcer agreement,外包商协议,微软术语
en,zh,outsourcing agreement,外包协议,微软术语
en,zh,outsourcer terms and conditions,外包商条款和条件,微软术语
en,zh,partial entity,实体的一部分,微软术语
en,zh,past due amount,逾期未付款项,微软术语
en,zh,patent,专利,微软术语
en,zh,payment option,支付选项,微软术语
en,zh,platform discount,平台折扣,微软术语
en,zh,port of entry,入境口岸,微软术语
en,zh,pricing,定价,微软术语
en,zh,product list,产品列表,微软术语
en,zh,Product Use Rights,产品使用权利,微软术语
en,zh,professional desktop,专业桌面系统,微软术语
en,zh,proprietary,专有的,微软术语
en,zh,Provincial Sales Tax,省销售税,微软术语
en,zh,qualifying enrollment,合格许可登记表,微软术语
en,zh,qualifying government entity,合格政府实体,微软术语
en,zh,qualifying government entity addendum,合格政府实体表,微软术语
en,zh,qualifying operating system,合格操作系统,微软术语
en,zh,qualifying systems license,合格系统许可证,微软术语
en,zh,reference pricing,参考定价,微软术语
en,zh,remedy,补偿,微软术语
en,zh,remit,汇给,微软术语
en,zh,represent,声明,微软术语
en,zh,resell,转售,微软术语
en,zh,reseller public customer number,经销商公共客户编号,微软术语
en,zh,Select Agreement,选择协议,微软术语
en,zh,Select Enrollment,选择许可登记表,微软术语
en,zh,Select License,选择许可,微软术语
en,zh,Select Outsourcer Enrollment,选择外包商许可登记表,微软术语
en,zh,Select Volume Forecast Form,选择批量预测表,微软术语
en,zh,self-audit questionnaire,自我审计问卷,微软术语
en,zh,self-insurance,自我保险,微软术语
en,zh,severability,可分割性,微软术语
en,zh,shipment,发货,微软术语
en,zh,single retail license,单一零售许可证,微软术语
en,zh,Slovak Commercial Code,斯洛伐克商法典,微软术语
en,zh,software assurance coverage,软件保障范围,微软术语
en,zh,stamp tax,印花税,微软术语
en,zh,statutory law,成文法,微软术语
en,zh,strict liability,严格责任,微软术语
en,zh,subcontractor,分包商,微软术语
en,zh,supersede,取代,微软术语
en,zh,Supplemental Contact Information,补充联系人信息,微软术语
en,zh,Supplemental Contact Information Form,补充联系人信息表,微软术语
en,zh,tariff,关税,微软术语
en,zh,tax credit,税收抵免,微软术语
en,zh,tax exempt,免税,微软术语
en,zh,Trade Practices Act,贸易行为法,微软术语
en,zh,tribunal,法庭,微软术语
en,zh,true and complete copy,真实且完整的拷贝,微软术语
en,zh,true-up,校正,微软术语
en,zh,true-up order,校正订单,微软术语
en,zh,true-up price,校正价格,微软术语
en,zh,unaffiliated,独立的,微软术语
en,zh,UNCITRAL Arbitration Rules,《联合国国际贸易法委员会仲裁规则》,微软术语
en,zh,underlying desktop operating system license,基础桌面操作系统许可证,微软术语
en,zh,underlying license,基础许可证,微软术语
en,zh,unenforceable,不可执行,微软术语
en,zh,Uniform Trade Secrets Act,《统一商业秘密法案》,微软术语
en,zh,unlawful use,非法使用,微软术语
en,zh,update statement,更新声明,微软术语
en,zh,upgrade advantage,升级优惠,微软术语
en,zh,upgrade coverage,升级范围,微软术语
en,zh,user documentation,用户文件,微软术语
en,zh,documentation,文档,微软术语
en,zh,waiver,弃权,微软术语
en,zh,implied warranty of fitness for a particular purpose,适用于某种特定用途的默示保证,微软术语
en,zh,implied warranty of merchantability,适销性的默示保证,微软术语
en,zh,warranty of non-infringement,不侵权保证,微软术语
en,zh,implied warranty of satisfactory quality,质量令人满意的默示保证,微软术语
en,zh,warranty of title,所有权保证,微软术语
en,zh,web-based service,基于网络的服务,微软术语
en,zh,withhold,预扣,微软术语
en,zh,written notice,书面通知,微软术语
en,zh,insurance coverage,保险范围,微软术语
en,zh,ACT Community,ACT 社区,微软术语
en,zh,ACT-DC,ACT-DC,微软术语
en,zh,ACT Log Processing Service,ACT 日志处理服务,微软术语
en,zh,Bucketizer,Bucketizer,微软术语
en,zh,key-value pair,键值对,微软术语
en,zh,x64-based,基于 x64,微软术语
en,zh,x86-based,基于 x86,微软术语
en,zh,zone elevation,区域提升,微软术语
en,zh,binary behavior,二进制行为,微软术语
en,zh,categorize,分类,微软术语
en,zh,compatibility fix,兼容性修复程序,微软术语
en,zh,compatibility solution,兼容性解决方案,微软术语
en,zh,DCP,DCP,微软术语
en,zh,IDN,IDN,微软术语
en,zh,IECE,IECE,微软术语
en,zh,LUA,LUA,微软术语
en,zh,pop-up blocking,阻止弹出窗口,微软术语
en,zh,protected administrator,受保护的系统管理员,微软术语
en,zh,data call,数据电话,微软术语
en,zh,tap and hold,点击并按住,微软术语
en,zh,voice tag,语音标记,微软术语
en,zh,UACCE,UACCE,微软术语
en,zh,browser extension,浏览器扩展,微软术语
en,zh,2-way paging,双向寻呼,微软术语
en,zh,paging system,寻呼系统,微软术语
en,zh,software input panel,软件输入面板(SIP),微软术语
en,zh,enterprise certification authority,企业证书颁发机构,微软术语
en,zh,enterprise CA,企业 CA,微软术语
en,zh,Fix pane,修复窗格,微软术语
en,zh,Live File System,Live File System,微软术语
en,zh,Mastered,Mastered,微软术语
en,zh,removable drive,可移动驱动器,微软术语
en,zh,saved search,保存的搜索结果,微软术语
en,zh,voice profile,语音配置文件,微软术语
en,zh,wireless network name,无线网络名称,微软术语
en,zh,wireless network profile,无线网络配置文件,微软术语
en,zh,personal folder,个人文件夹,微软术语
en,zh,desktop theme,桌面主题,微软术语
en,zh,InPrivate,InPrivate,微软术语
en,zh,rebuild,重新生成,微软术语
en,zh,remote debugging,远程调试,微软术语
en,zh,watch,监视,微软术语
en,zh,Watch window,监视窗口,微软术语
en,zh,memory broker,内存代理,微软术语
en,zh,device encryption,设备加密,微软术语
en,zh,device lock,设备锁定,微软术语
en,zh,cloak,掩蔽,微软术语
en,zh,cross-domain barrier,跨域屏障,微软术语
en,zh,LMZL,LMZL,微软术语
en,zh,reference image,引用映像,微软术语
en,zh,protection policy,保护策略,微软术语
en,zh,OA,OA,微软术语
en,zh,expansion card,扩展卡,微软术语
en,zh,volume image,卷映像,微软术语
en,zh,run history,运行历史记录,微软术语
en,zh,spoke server,辐射服务器,微软术语
en,zh,Microsoft community,Microsoft 社区,微软术语
en,zh,triplet,三联密码,微软术语
en,zh,trace controller,跟踪控制器,微软术语
en,zh,voice shortcut,语音快捷方式,微软术语
en,zh,ringtone,铃声,微软术语
en,zh,Ringtone Editor,铃声编辑器,微软术语
